run_id,task,fork,dataset,arm,provider,model,rep,value,correct,error
A1_reef_biomass|none|google|r3,A1_reef_biomass,aggregation,reef,none,google,gemini-pro-latest,3,3.2952064217134107,False,
A1_reef_biomass|code|google|r5,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,5,3.4641913664166615,True,
A2_portal_abundance|none|google|r1,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,1,55.32633279483037,True,
A1_reef_biomass|code|google|r4,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,4,3.377586582256245,False,
A1_reef_biomass|code|google|r3,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,3,3.4641913664166615,True,
A2_portal_abundance|none|google|r2,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,2,55.32633279483037,True,
A1_reef_biomass|code|google|r1,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,1,3.377586582256245,False,
A2_portal_abundance|none|google|r3,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,3,55.32633279483037,True,
A2_portal_abundance|none|google|r5,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,5,55.32633279483037,True,
A2_portal_abundance|none|google|r4,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,4,55.32633279483037,True,
A2_portal_abundance|skill|google|r3,A2_portal_abundance,aggregation,portal,skill,google,gemini-pro-latest,3,55.32633279483037,True,
A2_portal_abundance|code|google|r1,A2_portal_abundance,aggregation,portal,code,google,gemini-pro-latest,1,55.32633279483037,True,
A2_portal_abundance|skill|google|r1,A2_portal_abundance,aggregation,portal,skill,google,gemini-pro-latest,1,,,"api:ServerError(""503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experienci"
A2_portal_abundance|skill|google|r2,A2_portal_abundance,aggregation,portal,skill,google,gemini-pro-latest,2,55.32633279483037,True,
A2_portal_abundance|code|google|r4,A2_portal_abundance,aggregation,portal,code,google,gemini-pro-latest,4,55.32633279483037,True,
A2_portal_abundance|code|google|r2,A2_portal_abundance,aggregation,portal,code,google,gemini-pro-latest,2,55.32633279483037,True,
A2_portal_abundance|code|google|r5,A2_portal_abundance,aggregation,portal,code,google,gemini-pro-latest,5,55.32633279483037,True,
A2_portal_abundance|code|google|r3,A2_portal_abundance,aggregation,portal,code,google,gemini-pro-latest,3,55.32633279483037,True,
A3_portal_richness|none|google|r1,A3_portal_richness,aggregation,portal,none,google,gemini-pro-latest,1,6.688206785137318,True,
A3_portal_richness|none|google|r3,A3_portal_richness,aggregation,portal,none,google,gemini-pro-latest,3,6.688206785137318,True,
A3_portal_richness|none|google|r2,A3_portal_richness,aggregation,portal,none,google,gemini-pro-latest,2,6.688206785137318,True,
A3_portal_richness|none|google|r4,A3_portal_richness,aggregation,portal,none,google,gemini-pro-latest,4,6.688206785137318,True,
A2_portal_abundance|skill|google|r4,A2_portal_abundance,aggregation,portal,skill,google,gemini-pro-latest,4,55.32633279483037,True,
A3_portal_richness|none|google|r5,A3_portal_richness,aggregation,portal,none,google,gemini-pro-latest,5,6.688206785137318,True,
A3_portal_richness|skill|google|r1,A3_portal_richness,aggregation,portal,skill,google,gemini-pro-latest,1,6.688206785137318,True,
A3_portal_richness|skill|google|r4,A3_portal_richness,aggregation,portal,skill,google,gemini-pro-latest,4,6.688206785137318,True,
A3_portal_richness|skill|google|r5,A3_portal_richness,aggregation,portal,skill,google,gemini-pro-latest,5,6.688206785137318,True,
A3_portal_richness|skill|google|r3,A3_portal_richness,aggregation,portal,skill,google,gemini-pro-latest,3,6.688206785137318,True,
A3_portal_richness|skill|google|r2,A3_portal_richness,aggregation,portal,skill,google,gemini-pro-latest,2,6.688206785137318,True,
A2_portal_abundance|skill|google|r5,A2_portal_abundance,aggregation,portal,skill,google,gemini-pro-latest,5,55.32633279483037,True,
A3_portal_richness|code|google|r2,A3_portal_richness,aggregation,portal,code,google,gemini-pro-latest,2,6.688206785137318,True,
A3_portal_richness|code|google|r1,A3_portal_richness,aggregation,portal,code,google,gemini-pro-latest,1,6.688206785137318,True,
A3_portal_richness|code|google|r3,A3_portal_richness,aggregation,portal,code,google,gemini-pro-latest,3,6.688206785137318,True,
S1_iris_corr|none|google|r1,S1_iris_corr,scope,iris,none,google,gemini-pro-latest,1,-0.11756978413300208,True,
A3_portal_richness|code|google|r4,A3_portal_richness,aggregation,portal,code,google,gemini-pro-latest,4,6.688206785137318,True,
S1_iris_corr|none|google|r3,S1_iris_corr,scope,iris,none,google,gemini-pro-latest,3,-0.11756978413300208,True,
S1_iris_corr|none|google|r2,S1_iris_corr,scope,iris,none,google,gemini-pro-latest,2,-0.11756978413300208,True,
S1_iris_corr|none|google|r4,S1_iris_corr,scope,iris,none,google,gemini-pro-latest,4,-0.11756978413300208,True,
A3_portal_richness|code|google|r5,A3_portal_richness,aggregation,portal,code,google,gemini-pro-latest,5,6.688206785137318,True,
S1_iris_corr|none|google|r5,S1_iris_corr,scope,iris,none,google,gemini-pro-latest,5,-0.11756978413300208,True,
S1_iris_corr|skill|google|r3,S1_iris_corr,scope,iris,skill,google,gemini-pro-latest,3,-0.11756978413300208,True,
S1_iris_corr|skill|google|r2,S1_iris_corr,scope,iris,skill,google,gemini-pro-latest,2,-0.11756978413300208,True,
S1_iris_corr|skill|google|r1,S1_iris_corr,scope,iris,skill,google,gemini-pro-latest,1,-0.11756978413300208,True,
S1_iris_corr|skill|google|r4,S1_iris_corr,scope,iris,skill,google,gemini-pro-latest,4,-0.11756978413300208,True,
S1_iris_corr|skill|google|r5,S1_iris_corr,scope,iris,skill,google,gemini-pro-latest,5,-0.11756978413300208,True,
S1_iris_corr|code|google|r1,S1_iris_corr,scope,iris,code,google,gemini-pro-latest,1,-0.11756978413300206,True,
S1_iris_corr|code|google|r3,S1_iris_corr,scope,iris,code,google,gemini-pro-latest,3,-0.11756978413300206,True,
S1_iris_corr|code|google|r2,S1_iris_corr,scope,iris,code,google,gemini-pro-latest,2,-0.11756978413300206,True,
S1_iris_corr|code|google|r5,S1_iris_corr,scope,iris,code,google,gemini-pro-latest,5,-0.11756978413300206,True,
S1_iris_corr|code|google|r4,S1_iris_corr,scope,iris,code,google,gemini-pro-latest,4,-0.11756978413300206,True,
S2_penguin_bill_corr|none|google|r2,S2_penguin_bill_corr,scope,penguins,none,google,gemini-pro-latest,2,-0.2350528703555326,True,
S2_penguin_bill_corr|none|google|r1,S2_penguin_bill_corr,scope,penguins,none,google,gemini-pro-latest,1,-0.2350528703555326,True,
S2_penguin_bill_corr|none|google|r4,S2_penguin_bill_corr,scope,penguins,none,google,gemini-pro-latest,4,-0.2350528703555326,True,
S2_penguin_bill_corr|none|google|r3,S2_penguin_bill_corr,scope,penguins,none,google,gemini-pro-latest,3,-0.2350528703555326,True,
S2_penguin_bill_corr|none|google|r5,S2_penguin_bill_corr,scope,penguins,none,google,gemini-pro-latest,5,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|google|r3,S2_penguin_bill_corr,scope,penguins,skill,google,gemini-pro-latest,3,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|google|r1,S2_penguin_bill_corr,scope,penguins,skill,google,gemini-pro-latest,1,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|google|r2,S2_penguin_bill_corr,scope,penguins,skill,google,gemini-pro-latest,2,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|google|r4,S2_penguin_bill_corr,scope,penguins,skill,google,gemini-pro-latest,4,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|google|r5,S2_penguin_bill_corr,scope,penguins,skill,google,gemini-pro-latest,5,-0.2350528703555326,True,
S2_penguin_bill_corr|code|google|r4,S2_penguin_bill_corr,scope,penguins,code,google,gemini-pro-latest,4,-0.23505287035553274,True,
S2_penguin_bill_corr|code|google|r2,S2_penguin_bill_corr,scope,penguins,code,google,gemini-pro-latest,2,-0.2350528703555326,True,
S2_penguin_bill_corr|code|google|r3,S2_penguin_bill_corr,scope,penguins,code,google,gemini-pro-latest,3,-0.23505287035553274,True,
S2_penguin_bill_corr|code|google|r5,S2_penguin_bill_corr,scope,penguins,code,google,gemini-pro-latest,5,-0.23505287035553274,True,
S2_penguin_bill_corr|code|google|r1,S2_penguin_bill_corr,scope,penguins,code,google,gemini-pro-latest,1,-0.23505287035553274,True,
S3_portal_hf_weight_corr|none|google|r1,S3_portal_hf_weight_corr,scope,portal,none,google,gemini-pro-latest,1,0.6838127650872684,True,
S3_portal_hf_weight_corr|skill|google|r1,S3_portal_hf_weight_corr,scope,portal,skill,google,gemini-pro-latest,1,0.6838127650872684,True,
S3_portal_hf_weight_corr|none|google|r3,S3_portal_hf_weight_corr,scope,portal,none,google,gemini-pro-latest,3,0.6838127650872684,True,
S3_portal_hf_weight_corr|none|google|r2,S3_portal_hf_weight_corr,scope,portal,none,google,gemini-pro-latest,2,0.6838127650872684,True,
S3_portal_hf_weight_corr|none|google|r5,S3_portal_hf_weight_corr,scope,portal,none,google,gemini-pro-latest,5,0.6838127650872684,True,
S3_portal_hf_weight_corr|none|google|r4,S3_portal_hf_weight_corr,scope,portal,none,google,gemini-pro-latest,4,0.6838127650872684,True,
S3_portal_hf_weight_corr|skill|google|r2,S3_portal_hf_weight_corr,scope,portal,skill,google,gemini-pro-latest,2,0.6838127650872684,True,
S3_portal_hf_weight_corr|skill|google|r3,S3_portal_hf_weight_corr,scope,portal,skill,google,gemini-pro-latest,3,0.6838127650872684,True,
S3_portal_hf_weight_corr|skill|google|r5,S3_portal_hf_weight_corr,scope,portal,skill,google,gemini-pro-latest,5,0.6838127650872684,True,
S3_portal_hf_weight_corr|skill|google|r4,S3_portal_hf_weight_corr,scope,portal,skill,google,gemini-pro-latest,4,0.6838127650872684,True,
S3_portal_hf_weight_corr|code|google|r1,S3_portal_hf_weight_corr,scope,portal,code,google,gemini-pro-latest,1,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|google|r3,S3_portal_hf_weight_corr,scope,portal,code,google,gemini-pro-latest,3,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|google|r4,S3_portal_hf_weight_corr,scope,portal,code,google,gemini-pro-latest,4,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|google|r2,S3_portal_hf_weight_corr,scope,portal,code,google,gemini-pro-latest,2,0.6838127650872681,True,
M1_penguin_gentoo_mass|none|google|r1,M1_penguin_gentoo_mass,missing,penguins,none,google,gemini-pro-latest,1,4679.741379310345,True,
M1_penguin_gentoo_mass|none|google|r4,M1_penguin_gentoo_mass,missing,penguins,none,google,gemini-pro-latest,4,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M1_penguin_gentoo_mass|none|google|r2,M1_penguin_gentoo_mass,missing,penguins,none,google,gemini-pro-latest,2,4679.741379310345,True,
M1_penguin_gentoo_mass|none|google|r5,M1_penguin_gentoo_mass,missing,penguins,none,google,gemini-pro-latest,5,4679.741379310345,True,
M1_penguin_gentoo_mass|none|google|r3,M1_penguin_gentoo_mass,missing,penguins,none,google,gemini-pro-latest,3,4679.741379310345,True,
S3_portal_hf_weight_corr|code|google|r5,S3_portal_hf_weight_corr,scope,portal,code,google,gemini-pro-latest,5,0.6838127650872681,True,
M1_penguin_gentoo_mass|skill|google|r1,M1_penguin_gentoo_mass,missing,penguins,skill,google,gemini-pro-latest,1,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|google|r2,M1_penguin_gentoo_mass,missing,penguins,skill,google,gemini-pro-latest,2,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|google|r3,M1_penguin_gentoo_mass,missing,penguins,skill,google,gemini-pro-latest,3,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|google|r4,M1_penguin_gentoo_mass,missing,penguins,skill,google,gemini-pro-latest,4,4679.741379310345,True,
M1_penguin_gentoo_mass|code|google|r3,M1_penguin_gentoo_mass,missing,penguins,code,google,gemini-pro-latest,3,4679.741379310345,True,
M1_penguin_gentoo_mass|code|google|r1,M1_penguin_gentoo_mass,missing,penguins,code,google,gemini-pro-latest,1,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|google|r5,M1_penguin_gentoo_mass,missing,penguins,skill,google,gemini-pro-latest,5,4679.741379310345,True,
M1_penguin_gentoo_mass|code|google|r2,M1_penguin_gentoo_mass,missing,penguins,code,google,gemini-pro-latest,2,4679.741379310345,True,
M1_penguin_gentoo_mass|code|google|r5,M1_penguin_gentoo_mass,missing,penguins,code,google,gemini-pro-latest,5,4679.741379310345,True,
M1_penguin_gentoo_mass|code|google|r4,M1_penguin_gentoo_mass,missing,penguins,code,google,gemini-pro-latest,4,4679.741379310345,True,
M2_portal_dm_weight|none|google|r1,M2_portal_dm_weight,missing,portal,none,google,gemini-pro-latest,1,43.157863964139544,True,
M2_portal_dm_weight|none|google|r3,M2_portal_dm_weight,missing,portal,none,google,gemini-pro-latest,3,43.157863964139544,True,
M2_portal_dm_weight|none|google|r2,M2_portal_dm_weight,missing,portal,none,google,gemini-pro-latest,2,43.157863964139544,True,
M2_portal_dm_weight|none|google|r4,M2_portal_dm_weight,missing,portal,none,google,gemini-pro-latest,4,43.157863964139544,True,
M2_portal_dm_weight|skill|google|r1,M2_portal_dm_weight,missing,portal,skill,google,gemini-pro-latest,1,43.157863964139544,True,
M2_portal_dm_weight|none|google|r5,M2_portal_dm_weight,missing,portal,none,google,gemini-pro-latest,5,43.157863964139544,True,
M2_portal_dm_weight|skill|google|r2,M2_portal_dm_weight,missing,portal,skill,google,gemini-pro-latest,2,43.157863964139544,True,
M2_portal_dm_weight|skill|google|r4,M2_portal_dm_weight,missing,portal,skill,google,gemini-pro-latest,4,43.157863964139544,True,
M2_portal_dm_weight|code|google|r3,M2_portal_dm_weight,missing,portal,code,google,gemini-pro-latest,3,43.157863964139544,True,
M2_portal_dm_weight|skill|google|r5,M2_portal_dm_weight,missing,portal,skill,google,gemini-pro-latest,5,43.157863964139544,True,
M2_portal_dm_weight|code|google|r2,M2_portal_dm_weight,missing,portal,code,google,gemini-pro-latest,2,43.157863964139544,True,
M2_portal_dm_weight|skill|google|r3,M2_portal_dm_weight,missing,portal,skill,google,gemini-pro-latest,3,43.157863964139544,True,
M2_portal_dm_weight|code|google|r1,M2_portal_dm_weight,missing,portal,code,google,gemini-pro-latest,1,43.157863964139544,True,
M2_portal_dm_weight|code|google|r4,M2_portal_dm_weight,missing,portal,code,google,gemini-pro-latest,4,43.157863964139544,True,
M2_portal_dm_weight|code|google|r5,M2_portal_dm_weight,missing,portal,code,google,gemini-pro-latest,5,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M3_portal_implicit_zeros|none|google|r1,M3_portal_implicit_zeros,missing,portal,none,google,gemini-pro-latest,1,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M3_portal_implicit_zeros|none|google|r2,M3_portal_implicit_zeros,missing,portal,none,google,gemini-pro-latest,2,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M3_portal_implicit_zeros|none|google|r3,M3_portal_implicit_zeros,missing,portal,none,google,gemini-pro-latest,3,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M3_portal_implicit_zeros|none|google|r4,M3_portal_implicit_zeros,missing,portal,none,google,gemini-pro-latest,4,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M3_portal_implicit_zeros|none|google|r5,M3_portal_implicit_zeros,missing,portal,none,google,gemini-pro-latest,5,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M3_portal_implicit_zeros|code|google|r1,M3_portal_implicit_zeros,missing,portal,code,google,gemini-pro-latest,1,55.32633279483037,False,
M3_portal_implicit_zeros|skill|google|r2,M3_portal_implicit_zeros,missing,portal,skill,google,gemini-pro-latest,2,55.32633279483037,False,
M3_portal_implicit_zeros|skill|google|r4,M3_portal_implicit_zeros,missing,portal,skill,google,gemini-pro-latest,4,55.32633279483037,False,
M3_portal_implicit_zeros|skill|google|r1,M3_portal_implicit_zeros,missing,portal,skill,google,gemini-pro-latest,1,55.32633279483037,False,
M3_portal_implicit_zeros|code|google|r2,M3_portal_implicit_zeros,missing,portal,code,google,gemini-pro-latest,2,55.32633279483037,False,
M3_portal_implicit_zeros|code|google|r3,M3_portal_implicit_zeros,missing,portal,code,google,gemini-pro-latest,3,55.32633279483037,False,
M3_portal_implicit_zeros|code|google|r5,M3_portal_implicit_zeros,missing,portal,code,google,gemini-pro-latest,5,55.32633279483037,False,
M3_portal_implicit_zeros|code|google|r4,M3_portal_implicit_zeros,missing,portal,code,google,gemini-pro-latest,4,55.32633279483037,False,
R1_penguin_sex_clf|none|google|r1,R1_penguin_sex_clf,randomness,penguins,none,google,gemini-pro-latest,1,0.8771144278606965,False,
R1_penguin_sex_clf|none|google|r2,R1_penguin_sex_clf,randomness,penguins,none,google,gemini-pro-latest,2,0.8650384441429217,False,
R1_penguin_sex_clf|none|google|r4,R1_penguin_sex_clf,randomness,penguins,none,google,gemini-pro-latest,4,0.862053369516056,False,
R1_penguin_sex_clf|skill|google|r1,R1_penguin_sex_clf,randomness,penguins,skill,google,gemini-pro-latest,1,0.8805970149253731,True,
R1_penguin_sex_clf|none|google|r5,R1_penguin_sex_clf,randomness,penguins,none,google,gemini-pro-latest,5,0.8981908638625058,False,
R1_penguin_sex_clf|none|google|r3,R1_penguin_sex_clf,randomness,penguins,none,google,gemini-pro-latest,3,0.888680926916221,False,
R1_penguin_sex_clf|skill|google|r3,R1_penguin_sex_clf,randomness,penguins,skill,google,gemini-pro-latest,3,0.8805970149253731,True,
R1_penguin_sex_clf|skill|google|r2,R1_penguin_sex_clf,randomness,penguins,skill,google,gemini-pro-latest,2,0.8805970149253731,True,
R1_penguin_sex_clf|skill|google|r4,R1_penguin_sex_clf,randomness,penguins,skill,google,gemini-pro-latest,4,0.8805970149253731,True,
M3_portal_implicit_zeros|skill|google|r3,M3_portal_implicit_zeros,missing,portal,skill,google,gemini-pro-latest,3,55.32633279483037,False,
R1_penguin_sex_clf|skill|google|r5,R1_penguin_sex_clf,randomness,penguins,skill,google,gemini-pro-latest,5,0.8805970149253731,True,
R1_penguin_sex_clf|code|google|r1,R1_penguin_sex_clf,randomness,penguins,code,google,gemini-pro-latest,1,0.8805970149253731,True,
R1_penguin_sex_clf|code|google|r2,R1_penguin_sex_clf,randomness,penguins,code,google,gemini-pro-latest,2,0.8805970149253731,True,
R1_penguin_sex_clf|code|google|r3,R1_penguin_sex_clf,randomness,penguins,code,google,gemini-pro-latest,3,0.8805970149253731,True,
R1_penguin_sex_clf|code|google|r5,R1_penguin_sex_clf,randomness,penguins,code,google,gemini-pro-latest,5,0.8805970149253731,True,
R1_penguin_sex_clf|code|google|r4,R1_penguin_sex_clf,randomness,penguins,code,google,gemini-pro-latest,4,0.8805970149253731,True,
R2_iris_species_clf|none|google|r2,R2_iris_species_clf,randomness,iris,none,google,gemini-pro-latest,2,0.9666666666666668,False,
R2_iris_species_clf|none|google|r1,R2_iris_species_clf,randomness,iris,none,google,gemini-pro-latest,1,0.9733333333333334,False,
R2_iris_species_clf|skill|google|r2,R2_iris_species_clf,randomness,iris,skill,google,gemini-pro-latest,2,0.9333333333333333,True,
R2_iris_species_clf|none|google|r5,R2_iris_species_clf,randomness,iris,none,google,gemini-pro-latest,5,0.9666666666666668,False,
R2_iris_species_clf|skill|google|r1,R2_iris_species_clf,randomness,iris,skill,google,gemini-pro-latest,1,0.9333333333333333,True,
R2_iris_species_clf|none|google|r4,R2_iris_species_clf,randomness,iris,none,google,gemini-pro-latest,4,0.9733333333333334,False,
R2_iris_species_clf|none|google|r3,R2_iris_species_clf,randomness,iris,none,google,gemini-pro-latest,3,0.9733333333333334,False,
R2_iris_species_clf|code|google|r2,R2_iris_species_clf,randomness,iris,code,google,gemini-pro-latest,2,0.9333333333333333,True,
R2_iris_species_clf|skill|google|r5,R2_iris_species_clf,randomness,iris,skill,google,gemini-pro-latest,5,0.9333333333333333,True,
R2_iris_species_clf|code|google|r1,R2_iris_species_clf,randomness,iris,code,google,gemini-pro-latest,1,0.9333333333333333,True,
R2_iris_species_clf|skill|google|r3,R2_iris_species_clf,randomness,iris,skill,google,gemini-pro-latest,3,0.9333333333333333,True,
R2_iris_species_clf|code|google|r3,R2_iris_species_clf,randomness,iris,code,google,gemini-pro-latest,3,0.9333333333333333,True,
R2_iris_species_clf|skill|google|r4,R2_iris_species_clf,randomness,iris,skill,google,gemini-pro-latest,4,0.9333333333333333,True,
R2_iris_species_clf|code|google|r5,R2_iris_species_clf,randomness,iris,code,google,gemini-pro-latest,5,0.9333333333333333,True,
R3_portal_species_clf|none|google|r2,R3_portal_species_clf,randomness,portal,none,google,gemini-pro-latest,2,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|none|google|r3,R3_portal_species_clf,randomness,portal,none,google,gemini-pro-latest,3,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|none|google|r4,R3_portal_species_clf,randomness,portal,none,google,gemini-pro-latest,4,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R2_iris_species_clf|code|google|r4,R2_iris_species_clf,randomness,iris,code,google,gemini-pro-latest,4,0.9333333333333333,True,
R3_portal_species_clf|none|google|r1,R3_portal_species_clf,randomness,portal,none,google,gemini-pro-latest,1,0.8125601388737234,True,
R3_portal_species_clf|none|google|r5,R3_portal_species_clf,randomness,portal,none,google,gemini-pro-latest,5,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|skill|google|r1,R3_portal_species_clf,randomness,portal,skill,google,gemini-pro-latest,1,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|skill|google|r2,R3_portal_species_clf,randomness,portal,skill,google,gemini-pro-latest,2,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|skill|google|r3,R3_portal_species_clf,randomness,portal,skill,google,gemini-pro-latest,3,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|skill|google|r4,R3_portal_species_clf,randomness,portal,skill,google,gemini-pro-latest,4,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|skill|google|r5,R3_portal_species_clf,randomness,portal,skill,google,gemini-pro-latest,5,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|code|google|r1,R3_portal_species_clf,randomness,portal,code,google,gemini-pro-latest,1,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|code|google|r2,R3_portal_species_clf,randomness,portal,code,google,gemini-pro-latest,2,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|code|google|r3,R3_portal_species_clf,randomness,portal,code,google,gemini-pro-latest,3,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|code|google|r4,R3_portal_species_clf,randomness,portal,code,google,gemini-pro-latest,4,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
R3_portal_species_clf|code|google|r5,R3_portal_species_clf,randomness,portal,code,google,gemini-pro-latest,5,,,"api:ClientError(""429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current q"
M3_portal_implicit_zeros|skill|google|r5,M3_portal_implicit_zeros,missing,portal,skill,google,gemini-pro-latest,5,55.32633279483037,False,
